name,description,ratings,number of lectures,difficulty,average rating,price,category
Body Language for Entrepreneurs,Use nonverbal communication to increase your income and influence as a business owner. Master body language for success.,3102,,All Levels,4.6,11.99,Marketing
Crystal Reiki Master/Teacher Certification,Step into your power and become a Certified Crystal Reiki Master,3047,,Expert,4.7,11.99,Marketing
Animal Reiki Practitioner Certification,Learn how to use Reiki energy to help animals,2936,34,All Levels,4.6,11.99,Marketing
Assertiveness Basics: The 50-minute Communication Guide,Communication Skills. Confidence. Body Language. Stress Management. Social Dynamics. Personal Development.,2317,21,All Levels,4.2,11.99,Marketing
Become a SpeedDemon: Productivity Tricks to Have More Time,Learn productivity strategies and easy-to-use tricks to help you get through everyday tasks faster and more efficiently.,2237,,All Levels,4.3,11.99,Marketing
"The Complete Job, Interview, Resume/LinkedIn & Network Guide",By an Award Winning MBA Prof. Who Successfully Changed Careers from Goldman to Consulting to VC to Hedge Funds to Tech.,2130,,All Levels,4.4,11.99,Marketing
Life Purpose: Life Coach Certification,Become a Certified Life Purpose Coach! Learn powerful tools & strategies to help clients find their purpose & passion.,2128,,All Levels,4.6,11.99,Marketing
The Secrets of Body Language,Learn how to interpret the body language of the people around you while perfecting your own nonverbal communication.,2123,24,All Levels,4.3,11.99,Marketing
Your 7 Chakras : The Complete Guide to Your Energy Body,"Understand Your Chakras, Your Energy Body, and Heal the Areas of your life that need it!",2115,,All Levels,4.7,11.99,Marketing
Tarot Card Success - The Complete Tarot Reading Course,Master your Psychic Ability and Learn to Give Accurate Professional Level Tarot Card Readings,2074,,All Levels,4.7,11.99,Marketing
Hypnotherapy Certification Course (Hypnosis Practitioner),A Comprehensive Hypnotherapy Certification Course from the UK's Top Trainers in Hypnosis NLP and Positive Psychology,2055,,All Levels,4.4,11.99,Marketing
Life Coach Training Course: Introduction to Life Coaching,Life Coaching Introduction Course : Train to be a Life Coach and Start Your Own Life Coaching Business,1985,19,All Levels,4.4,11.99,Marketing
How to Be Psychic - Psychic Development for Beginners,Tap into Your Natural Psychic Ability to Give Psychic Readings for Spiritual Guidance or Profit,1900,,All Levels,4.5,11.99,Marketing
Acumen Presents: Seth Godin's Leadership Workshop,Learn the concrete steps to lead change and create an alternative future for yourself and others.,1887,,All Levels,4.4,44.99,Marketing
Successful Negotiation: Master Your Negotiating Skills,Master negotiation with these negotiating tips,1829,,All Levels,4.3,11.99,Marketing
Master your brain: Neuroscience for personal development,"Discover how this approach can help with stress, self confidence, motivation, change, communication, relations, ...",1783,65,All Levels,4.5,11.99,Marketing
"Cryptocurrency: Complete Bitcoin, Ethereum, Altcoins! (8 HR)",Bitcoin & Other Cryptocurrency Is Growing Fast. Master Cryptocurrency Use & Successful Investing In Bitcoin & Altcoins!,1747,74,All Levels,4.5,11.99,Marketing
Acorns' Guide to Personal Finance,"5 Steps to Building Wealth: Budget Better, Pay Off Debt Faster, Save and Earn More Money and Invest Wisely",1715,32,Beginner,4.3,11.99,Marketing
Value Investing Bootcamp: How to Invest Wisely,"Learn the Secrets of the Best Stock Investors, Manage Your Own Portfolio, And Get Higher Than Average ROI",1681,,All Levels,4.4,11.99,Marketing
Body Language of Love and Dating,Find relationship success with the nonverbal science of seduction. Learn the subtle romantic signs to decode your date.,1575,,All Levels,4.5,11.99,Marketing
Professional Life Coaching Certification & Complete Guide,"Become a certified life coach & grow your life coaching business! Done-for-you forms, tools, processes & best practices",1573,111,All Levels,4.5,11.99,Marketing
Shamanic Initiation for Spiritual Awakening and Liberation,Heal your emotional wounds finding freedom as you receive initiation into the 9 spiritual luminous rites of the Munay Ki,1575,,All Levels,4.7,11.99,Marketing
Double Your Confidence & Self Esteem - Complete Blueprint,Confidence. Self Esteem. Social Skills. Social Success. Social & Inner Confidence. Body Language. Charisma. Influence.,1554,,All Levels,4.4,11.99,Marketing
Become A Learning Machine 2.0: Read 300 Books This Year,"How To Finally Get Through Your Unread Bookshelf, Even If You Have Little Time and Read Too Slowly… Guaranteed!",1507,33,All Levels,4.1,11.99,Marketing
Tidy Up Your Home: The KonMari Method,Learn how to properly tidy your home and spark joy in your life!,1481,,All Levels,4.5,59.99,Marketing
Certified Angelic Healing Practitioner Diploma Course,"Connect with the angelic realm,complete the training so that you can offer paid for healings as a certified practitioner",1446,,All Levels,4.8,11.99,Marketing
Become A Learning Machine: How To Read 300 Books This Year,"Secrets From Elon Musk, Bill Gates and 22 Other Radically Successful People To Read Almost A Full Book A Day",1397,64,All Levels,4.2,11.99,Marketing
Mind Mapping Mastery –> Effective Mind Maps -> Step by Step,"Mind Mapping - SMART Productivity and Memory Tool: Think clearly, Organise, & Plan better; Study, Learn, & Recall Faster",1394,,All Levels,4.3,11.99,Marketing
Cryptocurrency Investing: Buy & Trade Bitcoin & Altcoins,"Cryptocurrency investing for beginners: How to buy Bitcoin, Ethereum, Litecoin & other Cryptocurrency. Buy, Sell, Invest",1372,17,All Levels,4.4,11.99,Marketing
Happiness Life Coach Certification,Become a Certified Happiness Life Coach! Learn powerful tools and strategies to help your clients find their happiness.,1296,36,All Levels,4.4,11.99,Marketing
Mini Habit Mastery: The Scientific Way To Change Your Habits,"Learn how to always overcome resistance, take action, succeed every day, and make changes that last.",1243,,All Levels,4.6,11.99,Marketing
Meditation and the Evolution of Consciousness with Daaji,"Guided heartfulness meditation for beginners |Learn to meditate for happiness, improved well being and reducing stress",1240,,All Levels,4.7,11.99,Marketing
Digital Body Language,"You will learn what your digital brand says about you through your social media pictures, website and more.",1235,,Beginner,4.6,11.99,Marketing
The Core Four of Personal Finance,Learn the core four pillars of personal finance. Get and stay motivated!,1235,76,Beginner,4.6,11.99,Marketing
"Awaken Your Heart, Creativity & Wisdom with Tara Brach",Inhabit your full aliveness with embodied awareness,1223,,All Levels,4.4,11.99,Marketing
Productivity and Time Management for the Overwhelmed,A complete productivity and time management course designed to help you reduce your overwhelm and increase your results.,1187,,All Levels,4.4,11.99,Marketing
Certified Crystal Healing Practitioner Diploma Course,Connect with the Crystal Kingdom and learn everything you need to know to become a Crystal Healing Practitioner,1177,51,All Levels,4.7,11.99,Marketing
2018 Complete Public Speaking Masterclass For Every Occasion,"TJ Walker's Incredibly Thorough and Comprehensive Public Speaking Course for Every Situation, Audience and Skill Level",1163,,All Levels,4.5,11.99,Marketing
Management Skills: New Manager Training in Essential Skills,"Management Skills Certification in Developing People, Leading Teams & Process Improvement",1113,,All Levels,4.4,11.99,Marketing
Inspirational Screenwriting.  The #1 Screenwriting Course!,Learn the screenwriting secrets behind successful cinematic stories in the world of film & television script writing.,1037,,All Levels,4.7,11.99,Marketing
Increase Your Intuitive Abilities Using EFT (Tapping),"Use Emotional Freedom Technique (EFT) to open your intuitive channels: clair-audience, clair-voyance & clair-sentience.",1004,,All Levels,4.6,11.99,Marketing
Radical Acceptance with Tara Brach,The Freeing Power of Mindfulness and Meditation,985,47,All Levels,4.6,11.99,Marketing
Finding Your Life's Purpose by Eckhart Tolle,A session with Eckhart Tolle to free you from the trap of compulsive thinking.,982,15,All Levels,4.2,11.99,Marketing
Think Like a Leader with Brian Tracy,Change your day to day habits to become a powerful motivator and achieve leadership success,981,62,Beginner,4.4,199.99,Marketing
NLP Master Practitioner Certificate (Advanced to Expert),Achology Certified Neuro-Linguistic Programming Master Practitioner Certificate Course | NLP Master Practitioner (NLPMP),956,146,Expert,4.6,11.99,Marketing
Personal Finance Masterclass - Easy Guide to Better Finances,"Your complete personal finance guide to understanding finances. Save more, invest smarter, reduce loans, retire earlier!",945,,All Levels,4.3,11.99,Marketing
Neuroscience for parents: How to raise amazing kids,Parenting to help your children develop a healthy self esteem and trust. nurture their talents and bond with them,940,,All Levels,4.5,11.99,Marketing
How To Remember Everything With Tom Weber,"Learn how to remember names, dates, presentations, speeches and anything else that holds importance in your life!",925,56,All Levels,4.5,11.99,Marketing
"Dowsing Course No 2: Multiple Choice, Asking Right Questions",This course teaches you how to ask multiple choice questions and how to formulate questions for maximum accuracy.,919,39,Intermediate,4.7,11.99,Marketing
How to remember every password,"Generate memorable, unique, secure passwords you never need write down",894,12,All Levels,4.7,11.99,Marketing
Sounds True Presents: Good Medicine,Pema Chodron on How to Turn Pain into Compassion Through the Practice of Meditation,881,,All Levels,4.9,11.99,Marketing
10X Effective Learning - Speed Reading & Memory Booster,"How to Learn Anything Fast: Advanced Speed Reading, Memory And Productivity Techniques To Skyrocket Your Learning!",877,176,All Levels,4.5,11.99,Marketing
"Sounds True's Freedom to Choose Something Different, Part 2",Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,849,14,All Levels,4.7,11.99,Marketing
Remove Blocks to Psychic Power with Past Life Therapy,Unlock Your Psychic Powers and Healing Abilities with Past Life Regression,847,24,All Levels,4.7,11.99,Marketing
Manifesting Your Best Life with Deepak Chopra - Part 1,Harness the power of intention to achieve your goals with joy and ease,832,,All Levels,4.5,24.99,Marketing
Life Coaching : Start Up Your Own Life Coaching Business,Life Coaching : Learn What It Takes To Start Up Your Own Life Coach Business or Life Coaching Practice,825,61,All Levels,4.6,11.99,Marketing
From Goal Setting to Success: Life Coach Certification,"Learn Life Coaching industry best practices. Help clients be successful, achieve their goals, and reach their dreams!",809,,All Levels,4.6,11.99,Marketing
The Complete Digital Marketing Course - 12 Courses in 1,"Master Digital Marketing: Social Media Marketing, SEO, YouTube, Email, Facebook Marketing Strategy, Analytics & More!",33432,,All Levels,4.4,11.99,Marketing
Ultimate Google Ads / AdWords Course 2018 - Profit With PPC!,Google Ads: Learn how our clients have transformed their sales using google AdWords & get your AdWords certification!,21725,,All Levels,4.7,11.99,Marketing
Facebook Ads & Facebook Marketing MASTERY 2018 | Coursenvy ™,"Facebook Marketing from beginner to advanced! Join 100,000+ students who MASTERED Facebook and are Facebook Ads experts!",11715,,All Levels,4.5,11.99,Marketing
"Instagram Marketing 2018: A Step-By-Step to 10,000 Followers","Attract Hyper-Targeted Instagram Followers, Convert Followers to Paying Customers, & Expand your Brand Using Instagram",8494,,All Levels,4.3,11.99,Marketing
Social Media Marketing - Complete Certificate Course,"The comprehensive social media course, beginner to advanced. Go viral, get started today!",7201,75,All Levels,4.2,11.99,Marketing
SQL for Newbs: Data Analysis for Beginners,A course you'll actually finish! This SQL course taught by a Product Manager and Marketing Data Scientist,6361,33,All Levels,4.2,11.99,Marketing
Digital Marketing Masterclass - 23 Courses in 1,"Grow Your Business with Digital Marketing: Social Media Marketing, Facebook, Content, YouTube, Email Marketing, Websites",4541,323,All Levels,4.4,11.99,Marketing
Google Analytics Certification - Get Certified in 1 Day!,Get a Job & Earn More with Your Google Analytics Certification. Complete Google Analytics Training & Practice Test 2018,4384,,All Levels,4.4,11.99,Marketing
ClickBank Success – Affiliate Marketing Without A Website,Learn and model our proven system for success as a ClickBank affiliate. No hidden secrets - we reveal it all!,4096,,All Levels,4.4,11.99,Marketing
Social Media Marketing MASTERY | Learn Ads on 10+ Platforms,"MASTER online marketing on Twitter, Pinterest, Instagram, YouTube, Facebook, Google and more ad platforms! Coursenvy ™",3561,,All Levels,4.4,11.99,Marketing
SEO 2018: Complete SEO Training + SEO for WordPress Websites,"Rank 1 on Google with Technical SEO, 0.5s Pagespeed, UX SEO, Backlink SEO, Keyword Research SEO + WordPress SEO Training",3481,,All Levels,4.4,11.99,Marketing
YouTube Masterclass - Your Complete Guide to YouTube,"Complete guide to starting a YouTube channel, getting more views & subscribers, and building a brand with videos!",3248,,All Levels,4.3,11.99,Marketing
(2019) Growth Hacking with Digital Marketing [Version 6.1],"Join the world's BESTSELLING growth hacking course (35,000+ alumni). Help us growth hack the Google Merchandise Store!",3063,,All Levels,4.3,11.99,Marketing
